id;city;challenge_solution;title;question;theme;challenge_text_main;url;challenge_url
vilnius04;Vilnius;solution;BikeMe - A chatbot that motivates you to cycle more.;There's still a very small amount of cyclist in a city - only 1%.;mobility;There is 1% of modal share of cycling in Vilnius among ~200.000 cars on the city streets of Vilnius. If you encourage people to bike more often and change the number of bike commuters in Vilnius from 1% to 2% - it'll be 2000 less cars on the streets each day. There's still a very small amount of cyclist in a city - only 1%. There is 1% of modal share of cycling in Vilnius among ~200.000 cars on the city streets of Vilnius. If you encourage people to bike more often and change the number of bike commuters in Vilnius from 1% to 2% - it'll be 2000 less cars on the streets each day. The goal: To motivate those who commute by bike occasionally to do it more often and decrease daily car usage by 2000 daily. Bike Me! app: Bike transport motivator - an app, which integrates into voice assistants, social messengers, and networks and encourages people to use a bike more often. ;https://climathon.climate-kic.org/en/solutions/a-chatbot-that-motives-you-to-cycle-more;https://climathon.climate-kic.org/en//en/challenges/mobility/vilnius-challange
wellington01;Wellington;challenge;Air Transport Emissions;How Can We Reduce Our Air Transport Emissions?;;"New Zealand’s economy depends on aviation. Whether we are exporting high-value products to the world, or welcoming tourists to our shores, we rely on airlines to serve us. How Can We Reduce Our Air Transport Emissions? - Climathon NZ New Zealand does not have a high speed rail network, and only has a rail commuter network in Auckland and Wellington, that can reduce the need for domestic aviation. For many rapid routes air travel is the only viable transport option between the two islands. The majority of passenger seats (85%) are operated by two carriers; Air New Zealand and Jetstar.Add paragraph text here. Our air transport accounts for around 3500 ktonnes of emitted CO2 per year; around 1000 ktonnes for Domestic and 2500 for International travel. Our passenger movements have seen strong growth, a trend predicted to continue into the future that leads to a worrying growth in emissions from this sector. New Zealand has committed to reducing its GHG emissions. But our economy would suffer if a climate tax meant that tourists couldn’t afford to fly here. International tourism brought $12 Bn into the economy last year. We rely on it. New Zealand is recognised for its pro-active stance towards reducing aviation and airport operation emissions. New Zealand’s air navigation service provider (Airways) is globally known for working proactively with airlines to increase flight efficiency and safety. Locally the Ministry of Transport are implementing an action plan to reduce emissions in this sector that you can read here. This Ministry initiative is strongly supported by Wellington Airport with their own reduction plan being put in place. New Zealand has an important role to play in developing clean aviation technologies, such as hybrid electric aircraft. This research programme is part of our 30-year programme of leading high-temperature superconducting work. The New Zealand team are working on key aspects of the high-torque, high-speed machines needed to make electric aviation a reality. Their international partners include Lockheed, Boeing, and NASA. There are opportunities for NZ companies to produce specialised, high-value components for the hybrid electric supply chain, earn export revenue, and contribute to solving this pressing global problem. NZ can benefit economically from addressing a major global greenhouse gas challenge. ";https://climathon.climate-kic.org/en/how-can-we-reduce-our-air-transport-emissions;
wellington02;Wellington;challenge;Waste-free future;How to move towards a waste-free future with a circular economy?;;We are currently in a linear economy where we take resources from nature to make things, use them for a short time, before disposing of them to landfill. There Is A Better Alternative To 'Take, Make and Dispose' - Climathon NZ New Zealand has a waste problem and we need to make some big changes now for the future of our environment. As a country we are one of the highest producers of urban waste in the developed world, with each of us sending around 730kg to landfill per year. We need to stop using resources once and throwing them away, it’s not doing our environment any favours and it doesn’t make sense for our economy either. We are currently in a linear economy where we take resources from nature to make things, use them for a short time, before disposing of them to landfill. Our planet is suffocating with waste, and we are adding to greenhouse gas emissions through production processes, inefficient use of resources and landfills. Being Linear doesn’t just cost our environment but also our pockets, as extracting resources from the earth has a significant financial cost. There Is A Better Alternative To 'Take, Make and Dispose' - Climathon NZ We all have a role in this and organisations need to take responsibility for the environmental impacts of their products and services, from the materials they source right through to how they are disposed of and everything between. Recently 14 local and multi-national companies signed up to the New Zealand Plastic Packaging Declaration, committing to use 100 per cent reusable, recyclable or composting packaging in their New Zealand operations by 2025 or earlier. This is a great start. Individuals can have an impact too. A recent survey found that 50 percent of New Zealanders said they were either very or extremely worried about the impacts of waste. We can each create change now by using reusable items such as keep cups, drink bottles and shopping bags, making choices to compost at home, fixing products and buying products made to last. We can also choose to buy items made of recycled materials and say not to unnecessary single-use plastics such as straws. There are more ideas on how you can reduce your waste at mfe.govt.nz. Individual changes will be backed by the Government’s recently announced waste work programme supporting New Zealand’s transition a circular economy. This includes expanding the Waste Disposal Levy to more landfills, improving our nationwide waste and resource recovery data, investing the Waste Minimisation Fund in systems, infrastructure and product innovation that will take us closer to a circular economy, introducing mandatory product stewardship schemes for problematic waste streams such as vehicle tyres, lithium-ion batteries, agrichemicals and refrigerants, and creating an overall strategy for New Zealand’s transition to a circular economy starting with road-maps for key sectors. Innovation is key to our journey, so I am excited to see what the teams can come up with at this year’s Climathon and how their ideas can help New Zealand get one step closer to a circular economy. ;https://climathon.climate-kic.org/en/how-to-move-towards-a-waste-free-future-with-a-circular-economy;
wellington03;Wellington;challenge;Sustainable Food Network;Can Wellington create a sustainable food network?;food;The food system has a huge climate impact – it is estimated that it contributes to 30% of global carbon emissions. The food system has a huge climate impact – it is estimated that it contributes to 30% of global carbon emissions. We all eat, and a lot of energy goes into getting food onto our plates – creating emissions along the way in the highly mechanised processes and complex global supply chains associated with the conventional food system. The climate impact of food, however, is not only related to production and distribution – but to how much and what we consume, and how we dispose of food. It is estimated that we waste a third of all the food we produce. We face huge challenges in New Zealand and the world around reducing the emissions associated with the food system. In New Zealand agriculture is estimated to contribute to nearly half of all emissions due to factors including the methane produced by ruminants such as dairy cows. We do not see this reflected in Wellington’s carbon footprint as by and large, food is not produced within the city’s boundaries. However we are a city of over 200 000 people who eat, and as consumers we drive demand for certain kinds of food over other kinds. Local food movements (Local Food Week is an example here in Wellington) have sought to promote local, seasonal food and shorten supply chains. A note of caution, however, is that the local food option is not always the lowest emission option (for example wheat doesn’t grow particularly well in the greater Wellington area) - nor is it always the healthiest. We’d like to leave you with some key challenges and opportunities for Wellington to not only address the climate impact of the food system, but to make the most of climate change mitigation efforts. Are we doing enough to address overconsumption and the carbon footprint of our diet? What is the potential for expanding local food production through urban farming in Wellington? As the population in our City grows and intensifies, what can we do to make the best use of land available for growing – and embed food sustainability in our City? Are there opportunities enhance the sustainability of our food systems through climate change mitigation efforts – for example to include edibles in “green” infrastructure and water sensitive design to cool our city and make it more resilient? How could our food supply chains be more carefully designed – to reduce our carbon footprint and increase sustainability? Could we do more to increase our rates of food rescue and recovery? To take you further, here are some links that are packed with great insights and information. http://iopscience.iop.org/article/10.1088/1748-9326/9/6/064025/meta - an analysis of which cities might be best suited to urban agriculture A good summary of how a city's food system changed & what they did about it https://bristolfoodpolicycouncil.org/who-feeds-bristol/ Discussion about what some city regions have done around the world re sustainable foodhttp://www.abc.net.au/radionational/programs/latenightlive/urban-farming/9470418 An analysis of the global challenges associated with the food system https://soundcloud.com/yaleuniversity/eric-holt-gimenez-the-global ;https://climathon.climate-kic.org/en/challenges/food/sustainable-food-network;
wuppertal01;Wuppertal;challenge;Wuppertal gets waterproof;How can Wuppertal protect itself from future floodings and heavy rain events?;water-management;Torrential rains, extreme rains of long duration, emergency situations in many cities in Germany – also in Wuppertal. It is time to prepare for the effects of climate change and for this, citizens and traders have an important role to play. This summer, Wuppertal and many other cities in Germany have been hit by heavy rain. Roads were flooded, in many homes and shops the water was many inches high, the roof of a university building and a gas station collapsed. The costs caused by the storm are considerable. The prevention of floodings and heavy rainfall events and the resulting consequences is a communal task. It serves to protect potentially affected areas such as people, buildings, traffic, the economy, etc. and to avoid costly damages. Municipalities, water management associations and fire departments are also increasingly under pressure, as well as responsible, just like the private sector and local citizens. There are numerous information materials for citizens and shops. Yet: many homeowners and also the industry ignore the warnings and continue to refrain from the simplest protective measures, such as backflow prevention devices in house connection lines. After heavy rain or a flood, awareness is naturally the highest among decision-makers, as well as the public, but it decreases soon afterwards, often to the point of ignoring the issues entirely. Questions to be answered are: How can citizens (but also industry) be sensitized and motivated to not only be aware of the topic but also to do something about it? What are innovative and creative ways to inform affected population groups? How do citizens want to be involved in the planning and implementation of measures in the context of heavy rainrisk management? Keywords: Collaboration, Participation, Co-creation, Engagement, Community, Reward Systems, Gaming, Incentives, Crowdbased, Bottom-up, Sustainable Neighborhood Development The challenge is hosted by Wupperverband. ;https://climathon.climate-kic.org/en/challenges/water-management/wie-kann-wuppertal-seine-buerger-innen-und-gewerbetreibende-bewegen-sich-vor-zukuenftigen-hochwasser-und-starkregenereignissen-zu-schuetzen;
wuppertal02;Wuppertal;challenge;Shopping for local food without plastic packaging;How can an aquaponic farm pack its produced foods in a climate-friendly and low-plastic way?;food;Plastic packaging allows easy and safe shipping, as well as storage of various products and is widely used. But the consequent amount of packaging waste is a danger to the environment. So how can plastic waste be reduced or even avoided from packaging? The registred association Aufbruch am Arrenberg e.V. wants to build a city farm that enables food production in the city. For this purpose, an aqua-ponic farm will be created, which ensures a sustainable production through closed resource cycles. Products will be fish, vegetables, herbs, shellfish and insects. In order to operate a sustainable farm, besides a sustainable production process, it is important to develop and establish sustainable solutions for packaging as well. In order to operate a sustainable farm, the solutions for the following three fields need to be climate-friendly and as garbage-free as possible: Sales packaging of various fresh foods for selling in a shop Outer packaging for storage and preservation of food by production surplus Transport packaging of food for climate-neutral transport systems The legal regulations for foods such as hygiene and cooling and the possibilities of climate-neutral logistics have to be considered. The challenge is hosted by Aufbruch am Arrenberg e.V. ;https://climathon.climate-kic.org/en/challenges/food/how-can-an-aquaponic-farm-pack-store-and-transport-its-produced-foods-in-a-climate-friendly-and-low-plastic-way;
wuppertal03;Wuppertal;challenge;Sustainable urban district development;How can parking spaces in the neighbourhood be used better and more flexibly?;retrofitting;E-Mobility, Car-Sharing and sustainable energy supply - these are the challenges that urban planning must face today in order to make our cities fit for the future. However, rigid structures that stand in the way of the further development of a neighbourhood are often maintained. The decisions taken in urban planning and the resulting land use and development plans often follow outdated urban planning principles. In many cities, for example, proof of one car parking space per housing unit is still required. What happens to these areas if the requirements in our neighbourhoods are completely different after the switch to e-mobility and car and bike sharing? How can the use of parking areas be adapted to the changing requirements of society and the neighbourhood in the areas of mobility, energy supply and social services? What can a concept for the flexible use of parking spaces look like and how can it be implemented in planning law? A redesigned parking space should be, for example: gradually adapted to the needs of users in the neighbourhood, modular, based on the technological development of the vehicles and types of mobility, the coupling point of a sustainable, decentralised energy supply for the neighbourhood, an area for alternative, social use. The challenge is hosted by ACMS Architekten GmbH.  ;https://climathon.climate-kic.org/en/challenges/retrofitting/sustainable-urban-district-development;
zagreb01;Zagreb;challenge;Zagreb cooling;How can we cool the city together?;air-pollution;As many other highly urbanised areas Zagreb is significantly warmer than its rural surroundings. City itself is heat island, but there are also smaller spaces in the city warmer than others - heat islands. We are witnessing on daily basis that climate is changing and in context of this specific challenge hot days and extreme hot days are being observed. High level of urbanisation led to the fact that Zagreb is significantly warmer than its surrondings. Apart from that fact there are smaller areas within the city which are warmer than the others and that depend on various factors. Although general metorological measurements exist they are not sufficient to create detailed heat map of the city, as a basis for further actions. There has been some research on this phenomena conducted in Zagreb and there are some ongoing. To sum it up, research is needed and more data is needed. Still, there are some things that can be done based on the existing knowledge and available data. That is where we need you and your ideas! Do we have enough data? Are there some examples already in place that show the way forward in creating a solution? We see different ways of adressing the urban heat islands issue in Zagreb: Actions streaming forward the urban planning discipline Technical solutions Nature based solutions Others - be creative and innovative  ;https://climathon.climate-kic.org/en/challenges/air-pollution/zagreb-cooling;
zagreb02;Zagreb;solution;Green parking lot;Zelena nadstrešnica koja stvara hlad;air-pollution;Naše rješenje daje jednostavano, jeftino i estetski ugodno rješenje toplinskih otoka nad parkiralištima i ostalim velikim asfaltiranim površinama s mogućnosti lagane nadogradnje i proširenja Zelena nadstrešnica koja stvara hlad Naše rješenje daje jednostavano, jeftino i estetski ugodno rješenje toplinskih otoka nad parkiralištima i ostalim velikim asfaltiranim površinama s mogućnosti lagane nadogradnje i proširenja Gradska parkirališta su veliki toplinski otoci u gradu, a naše rješenje smanjuje njihov utjecaj stavljanjem asfalta u hlad. Naša je ideja prekriti parkirališta metalnom konstrukcijom i posaditi biljke penjačice koje bi se penjale po tim metalnim strukturama i ohladile parkiralište, a uz to, pružile bi i hlad za automobile koji parkiraju ispod njih. ;https://climathon.climate-kic.org/en/solutions/green-parking-lot;https://climathon.climate-kic.org/en//en/challenges/air-pollution/zagreb-cooling
zagreb03;Zagreb;solution;TreeSPot - mobile smart educative trees;Mobile smart educative trees to raise awareness and reduce UHI ;air-pollution;By bringing mobile smart trees into urban heat island areas, we are raising awareness on the need of green infrastructure and citizen action against UHI development. Mobile smart educative trees to raise awareness and reduce UHI By bringing mobile smart trees into urban heat island areas, we are raising awareness on the need of green infrastructure and citizen action against UHI development. Urban Heat Islands are major issues in Zagreb that cause increase in energy demands (for building cooling) and subsequent pollutant emissions, but most of all can affect human health by contributing to general discomfort, respiratory difficulties, heat cramps and exhaustion, non-fatal heat stroke, and heat-related mortality (EPA: https://www.epa.gov/heat-islands/heat-island-impacts). By introducing mobile smart trees we enable citizens to experience the benefits of green infrastructure in their neighbourhoods, raise their awareness on urban heat island effects and call them to act and actively participate in their home town spatial planning. ;https://climathon.climate-kic.org/en/solutions/treespot;https://climathon.climate-kic.org/en//en/challenges/air-pollution/zagreb-cooling
zagreb04;Zagreb;solution;Dekorativni pomični izolacijski sustav ;Sustav prilagodljiv vanjskim vremenskim uvjetima i godišnjem dobu;air-pollution;Naš sustav daje dodatan sloj izolacije zgradi, stvara novi zasjenjeni prostor za boravak i pritom pročišćava zrak smanjujući efekt urbanog toplinskog otoka. Sustav prilagodljiv vanjskim vremenskim uvjetima i godišnjem dobu Naš sustav daje dodatan sloj izolacije zgradi, stvara novi zasjenjeni prostor za boravak i pritom pročišćava zrak smanjujući efekt urbanog toplinskog otoka. Implementacija pomične zelene mreže na zid zgrade. Implementacija ekstenzivnih bijelih krovova i zelenih krovova na zgradama. Zajedno sa bijelim krovovima zeleni krovovi nam daju nižu temperaturu od zastupljenijih tamnijih krovova. Financijski su isplativiji od zelenih vrtova na zgradama jer zahtijevaju manji sloj zemlje, što čini krov lakšim, te sadnjom lokalnog bilja smanjuje se veća potreba za navodnjavanjem i time krov postaje jednostavniji za održavanje. Zelena mreža nastaje direktno kao posljedica širenja postojećih biljaka sa zelenog krova preko ruba zgrade. Koristeći mrežu biljka neće nastavit svoje širenje direktno po zidu zgrade, čime izbjegavamo mogućnost njezinog prodora u fasadu i nastanak mogućeg oštećenja. ;https://climathon.climate-kic.org/en/solutions/dekorativni-izolacijski-sustav;https://climathon.climate-kic.org/en//en/challenges/air-pollution/zagreb-cooling
zagreb05;Zagreb;solution;Analiza kritičnih mikrolokacija na području Grada Zagreba;Micro UHI;air-pollution;Da bismo započeli djelovati, potrebno je odrediti žarište, a zatim krenuti sa rješenjima. Zbog nedovoljne istraženosti lokacije ne postoje podaci na visokoj rezoluciji i nisu integrirani s ostalim podacima. Micro UHI Da bismo započeli djelovati, potrebno je odrediti žarište, a zatim krenuti sa rješenjima. Zbog nedovoljne istraženosti lokacije ne postoje podaci na visokoj rezoluciji i nisu integrirani s ostalim podacima. definiranje žarišnih točaka utjecaja UHI na zdravlje ljudi i okoliš objedinjavanje širokog spektra podatak u svrhu efikasnijeg iznalaženja rješenja web sučelje \ baza podataka sve na jednom mjestu integracija velike količine podataka ;https://climathon.climate-kic.org/en/solutions/micro-uhi;https://climathon.climate-kic.org/en//en/challenges/air-pollution/zagreb-cooling
zagreb06;Zagreb;solution;Groof;Green roof solutions;air-pollution;Green roof solutions for educational purposes and health impact. Green roof solutions Green roof solutions for educational purposes and health impact. Implementing green roof on schools (taking into a consideration security) and private properties in an educational way with the purpose of increasing the overheating of urban areas. ;https://climathon.climate-kic.org/en/solutions/groof;https://climathon.climate-kic.org/en//en/challenges/air-pollution/zagreb-cooling
zagreb07;Zagreb;solution;SoulPlant;SoulPlant - Like a garden, but simpler, cheaper and more fun ;air-pollution;We bring plant pots to your home along with a personalized app which enables you to take care of your plants in a simple way SoulPlant - Like a garden, but simpler, cheaper and more fun We bring plant pots to your home along with a personalized app which enables you to take care of your plants in a simple way SoulPlant operates as a commercial business and offers clients the chance to have plants in their home, without any prior knowledge or skills related to gardening. Our plant pots are designed in a way that they are suitable for being placed outside, for example on a windowsill (or hanging vertically off of a windowsill) or on a balcony. When a customer purchases a plant pot (which can come in multiple dimensions) he also gets a personalized account on the SoulPlant app, which lets them take care of their plants in a simple and straightforward way. The app lets the customer know which type of plants would be most suitable for their home and their needs. Furthermore, the app provides step-by-step guidance to taking care of the plants, for example by giving notifications on watering times. The purpose is to have more and more plants covering the buildings in Zagreb, which can positively impact the urban heat islands issue. The ultimate ambition of SoulPlant is to provide gardens for rooftops of residential and commercial buildings, thereby covering a larger surface area and enabling a greater positive impact. The pots in which we provide personalized gardens are made out of recycled plastic, and the soil is made out of compost and gel balls (which serve to retain moisture). SoulPlant operates as both B2B and B2C business model. We believe that SoulPlant can reduce the barriers people have towards owning and taking care of plants, thereby boosting their physical and mental health, as well as the health of the entire city. ;https://climathon.climate-kic.org/en/solutions/soulplant;https://climathon.climate-kic.org/en//en/challenges/air-pollution/zagreb-cooling
zajecar01;Zaječar;challenge;Transform waste management into urban opportunities?;How can we transform city challenges like waste management into urban opportunities?;human-behaviour;In recent years the generation of waste in urban areas of municipalities has increased, accompanying the increase in living standards and urbanization. A shift towards a circular economy, producing less or even no waste, could be the alternative. The key challenge lies in addressing waste before it ends up in landfills and/or becomes pollution. The best way to respond to the waste management challenge for the city of Zajecar is through the process of entrepreneurial discovery. We will present a draft of the Regional Waste Management Plan, given recommendations related to the private-public partnership for the establishment of a Regional Recycling Waste Collection Center. Sustainable examples and suggestions of technological innovations will be presented through the GIS Waste Management Model, electrical mobility, IoT technology in the transport system, and examples of a Circular economy. The patented technology converts organic wastes into a biogas that closes the circular economy loop. ;https://climathon.climate-kic.org/en/challenges/human-behaviour/the-potential-for-better-implementing-adequate-waste-management-in-urban-settlements;
zajecar02;Zaječar;challenge;Thinking about new ways of behavior and action in order to improv;How can human behavior contribute to improving the quality of life?;human-behaviour;The team's goal to work on this problem is to find creative solutions that will influence the behavior of people in the city of Zajecar and which will contribute to the change of human behavior that should be in line with the basic principles of sustainability. Climate change has a major impact on natural ecosystems, biodiversity, human health. On the other hand, there is plenty of evidence to suggest that human activities have a significant impact on climate change. Behavior of people, both individually and in organizations, is one of the basic factors of climate change. Changing people's behavior and lifestyles can contribute to the preservation of the environment, reducing the emissions of GHG gases that are the cause of climate change, and thus improving the health and quality of life. The team's goal to work on this problem is to find creative solutions that will influence the behavior of people in the city of Zajecar and which will contribute to the change of human behavior that should be in line with the basic principles of sustainability. ;https://climathon.climate-kic.org/en/challenges/human-behaviour/human-behavior-in-accordance-with-the-principles-of-sustainability-you-re-on-the-move;
zajecar03;Zaječar;challenge;Architecture for the fairer future of our society and environment;Architecture for the fairer future of our society and environment;energy;How can we combine new concepts and technologies along with traditional techniques to help improve the simultaneous wellbeing of the individual, the society, the built and the natural environment? Architecture is related to, and affects most aspects of our civilization. Smart and elegant ideas in a broad spectrum of disciplines connected to architecture, can go a long way and potentially become breakthrough solutions, improving people’s lives, their surroundings, and the mutual effects they have on each other. The possibilities are limitless. We invite you to share a vision of a space, some segment of it, or a way in it, where and by which everyone and everything can flourish and prosper. ;https://climathon.climate-kic.org/en/challenges/energy/architecture-for-the-fairer-future-of-our-society-and-environment;
zajecar04;Zaječar;challenge;Sustainable exploitation of underground water resources.;How can we sustainably use groundwater through public artisan fountains?;water-management;Sustainable use of groundwater through public artisan fountains as alternative water supply to the city and the human factor of environmental impact due to inadequate management and use of this resource. Water as the basis of life and the elementary right of every individual should be used within the boundaries of a sustainable ecosystem in which society represents only one of the beneficiaries. To develop a device for measuring piezo pressure on public (drinking fountains) water wells springs all across the City with wifi connectivity for collecting the data of changes under the ground depozit collectors of water. The changes might be because of climate factors and also of human behavior. Design a measuring instrument for the early detection of changes in both climate and human behavior on the water captured by public urban fountains. Developing awareness among young people and entrepreneurs that their actions can influence the sustainability of a part of an ecosystem that is renewable but is highly vulnerable to impact and permanent loss due to negative management and use. ;https://climathon.climate-kic.org/en/challenges/water-management/sustainable-exploitation-of-underground-water-resources-from-the-aspect-of-preservation-of-the-environment-in-the-territory-of-the-city-of-zajecar;
zajecar05;Zaječar;challenge;Climate Change, Sustainable Food and Agriculture;How can we share knowledge, build capacity and better invest in digital agriculture in Zajecar?;extreme-weather;Farmers in the Zajecar municipality are facing challenges due to knowledge sharing, capacity building and investment in innovative technologies are part of a transformation into sustainable food and agricultural production systems. How can the city of Zajecar develop Sustainable Business Model Innovation in Agriculture Cluster? What are the benefits of building solar parks in agriculture? Can such a model be sustainable for the further specialization of the city of Zajecar? How to empower women and their families through entrepreneurship in the development of sustainable agriculture? Do young people know the importance of food? The main challenge is how to develop sustainable innovative technologies in agricultural production systems in Zajecar so that they meet the specific needs of different categories of producers, small families of farmers, rural households and their organizations? In Serbia, women farmers produce 20-30% less than their men. The main challenge is the empowerment of women and their families through entrepreneurship and farming.  By 2021, it is envisaged that the EU digital agricultural market is spending up to 9.2 billion euros. This growth includes the value of software, algorithms, platforms, and links between agricultural and technological hardware. Digitalization of applications, processes, and technologies gives the sector the ability to become more efficient and productive. The challenge is related to the GIS mapping of agricultural land where can be built several smaller solar parks. The development of clusters for organic farming and the construction of several smaller solar parks located in the south-eastern part of the Municipality of Zajecar would enable the city to make better use of sustainable solar energy connected to better agricultural production.  How can the city of Zajecar develop innovative business models in agriculture? Do young people know the importance of food? ;https://climathon.climate-kic.org/en/challenges/extreme-weather/how-does-changing-climate-influence-development-of-sustainable-agriculture-and-the-farming-system;
zajecar06;Zaječar;solution;Preporučeni model za upravljanje otpadom grad Zaječar;Recommendation for Regional Waste Center in Zajecar;human-behaviour;"Recommendation for public-private partnership model for Regional Waste Management Center in Zajecar Recommendation for Regional Waste Center in Zajecar Recommendation for public-private partnership model for Regional Waste Management Center in Zajecar Recommended model for waste management in the city of Zajecar Option 1 Composting Plant, scenario 3 by building insiner, it is possible to generate revenues from the sale of energy in the amount of 2.5 mil. euro per year, with the variant of the ownership structure private-publiclic partnership.- establishment of companies, institutions or other organizations for the provision of utility services by a public sector organization (city, municipality, public enterprise) and private partner (natural or legal person);- entrusting the performance of communal activities to a private partner, through a contract The institutional public-private partnership is a public-private partnership based on the relationship between the public and the private partner as the founder or members of the joint company, which is the carrier of the implementation of the PPP project. In this Project one of the options may be that the company for special purposes will be a newly established Regional Communal Enterprise, the Public Body can take over RARIS while the role of the Public Partner can be taken over by the city of Zajecar, in whose territory the establishment and construction of a regional waste management center is being implemented. Financing a regional management plan can be done through several forms. The shapes that look most realistic are presented in the financial processing of the regional management plan with all its advantages and disadvantages. Considering the size and significance of the regional landfill project, some form of donation can be expected, which would certainly facilitate the implementation of the regional plan in view of the financial capabilities of the municipalities of the region. Grants can go through the Delegation of the European Union, the IPA Program, etc. Grants can also be found in certain bilateral agreements and with other donor agencies. Borrowing with commercial banks is a standard type of finding the necessary financial resources, but there is a possibility of borrowing from the EBRD (European Bank for Reconstruction and Development), as well as with the EIB under very favorable conditions. ";https://climathon.climate-kic.org/en/solutions/preporuceni-model-za-upravljanje-otpadom-grad-zajecar;https://climathon.climate-kic.org/en//en/challenges/human-behaviour/the-potential-for-better-implementing-adequate-waste-management-in-urban-settlements
zajecar07;Zaječar;challenge;ZAJEČAR NA MAPI CLIMATHON 2018.;ZAJEČAR NA MAPI CLIMATHON 2018.;;Lokalni timovi grada Zaječara, baviće se problemima klimatskih promena, zdrave-pijaće vode, odlaganja otpada, održive poljoprivrede, zdravlja i ekološke osvešćenosti ljudi i ponuditi najbolja rešenja problema. Climathon 2018 je prilika da se pronađe rešenje za stvaranje čistije, zdravije, sigurnije i prosperitetnije lokalne sredine. Sa pitanjem које је važno kao klimatske promene, ne možemo sebi priuštiti neaktivnost. Globalni svetski pokret ,,Climathon 2018” daje gradovima mogućnost da svoju budućnost preuzmu u svoje ruke i implementiraju osnovna ekološka rešenja jer na taj način osnažuju svoje građane. Potencijalni problem zdrave-pijaće vode, odlaganje otpada, održiva poljoprivreda, zdravlje i ekološka osvešćenost ljudi su lokalni klimatski izazovi koji odražavaju ono što najviše pogađa naš urbani život u Zaječaru. Ovo je istaknuto na sastanku održanom na Fakultetu za menadžment 02.10.2018.godine, na kome su učestvovali predstavnici Lokalne samouprave grada, Fakulteta za menadžment, Privredne komore Srbije, RARIS-a, Zavoda za javno zdravlje ,,Timok”u Zaječaru, kao i predstavnici privrede i drugi stručnjaci, budući lideri timova u okviru Climathona 2018. ;https://climathon.climate-kic.org/en/climathon-stories/zajecar-na-mapi-climathon-2018;
zajecar08;Zaječar;solution;Educational - eco camping;The attitude of young people towards climate change;extreme-weather;"All extreme weather is part of climate change, which creates new challenges in agriculture. Have we trained enough new or younger generations to deal with it? The attitude of young people towards climate change All extreme weather is part of climate change, which creates new challenges in agriculture. Have we trained enough new or younger generations to deal with it? Extreme weather is part of the climate change, which creates new challenges in agriculture. Have we trained enough new or younger generations to deal with it? We want young people who make this decision today know that Mother Earth will return this love to them for years! The goal is to organize a campsite that will have an ambivalent function. This feature will have an educational and dedicated role. The camp will aim to educate young people between the ages of 12 and 18 in the field of botany for independent fieldwork. The stages of the camp are: Collecting plants Determination of plant material Protection of biodiversity (biodiversity) Classification of waste and composting Introduction to the basics of ecology  WORKSHOP WITH CHILDREN - ECOLOGICAL EDUCATORS Presentation of the eco-educator program in the eco-camp Training of eco-educators (education on the impact of air pollution on health and agriculture, and workshops) Joint work on the establishment of an eco-educator, brochures, posters, and certifications. Independent work of eco-educators Promotion of eco-educators (created Facebook, Instagram, and Twitter account, participate in exhibitions, ""green movie"" evening, and creating a hashtag) The idea is to cooperate with the student company of the Gymnasium in Zajecar, which will make from the collected plant's products like essential oils, and cheeses with plants. The camp is organized with the Association of medicinal herbs ""Dr. Jovan Tucakov"" and ""Adonis"" LTD from Sokobanja, which will organize the course of reading, cultivation, and processing of medicinal herbs on that day. Camp maintenance will be held on 7th July 2019 on the day of the birth of “Svetog Jovana Krstitelj”, a holiday known as Ivanjdan.  We plan: To place recycling bins in elementary and secondary schools - ""EKO ĆOŠE"" To teach young people to classify waste of inorganic and organic origin, and thus young people will develop their habit and new skills to spread further. Making compost for home gardens with the inclusion of organic waste. Composting: Remains of fruits, vegetables, coffee or tea residues, shell eggs, grass, branches, but not residues of meat origin may be composted. Composting from organic waste produces humus which serves to improve soil quality. Composting will solve the problem of disposal of bio-waste from the kitchen, and it will significantly improve the quality of the soil in the garden without the use of artificial chemicals. ";https://climathon.climate-kic.org/en/solutions/odrziva-poljoprivreda-ljudsko-ponasanje-i-zdravlje;https://climathon.climate-kic.org/en//en/challenges/extreme-weather/how-does-changing-climate-influence-development-of-sustainable-agriculture-and-the-farming-system
zajecar09;Zaječar;solution;Sustainably use groundwater through public drinking fountains;Alternative artesian groundwater supply of the City;water-management;Sustainable use of groundwater through public drinking fountains as alternative water supply to the city and the human factor of eenvironmental impact due to inadequate management and use of this resource. Making a device for the measuring piezo pressur Alternative artesian groundwater supply of the City Sustainable use of groundwater through public drinking fountains as alternative water supply to the city and the human factor of eenvironmental impact due to inadequate management and use of this resource. Making a device for the measuring piezo pressur Making a device for measuring a piezo pressure and resolving the problem of soft closing and starting of using piezo water well. From the device, it would be able to collect the data via wifi connection. The collected data indicate the aging of the filter wells and explorations tubes of construction and not adequate use of water in a sustainable way. Making a device for measuring a piezo pressure and resolving the problem of soft closing and starting of using piezo water well. ;https://climathon.climate-kic.org/en/solutions/sustainable-exploitation-of-water-resources-of-underground-waters-from-drinking-fountains-from-the-aspect-of-preservation-of-the-environment-in-the-territory-of-the-city-of-zajecar;https://climathon.climate-kic.org/en//en/challenges/water-management/sustainable-exploitation-of-underground-water-resources-from-the-aspect-of-preservation-of-the-environment-in-the-territory-of-the-city-of-zajecar
